TIME	IMEI	IP	
4/8/2016 (9:52)	868909020392679	5.108.132.111	
4/8/2016 (9:53)	352205060415543	114.125.173.78	
4/8/2016 (9:55)	0	114.125.8.196	
4/8/2016 (9:55)	357383053756317	114.125.45.206	
4/8/2016 (9:56)	0	187.22.88.156	
4/8/2016 (9:58)	351651062058388	120.164.43.20	
4/8/2016 (9:59)	0	177.165.253.63	
4/8/2016 (10:0)	0	180.242.20.94	
4/8/2016 (10:1)	99000073139843	187.232.158.0	
4/8/2016 (10:1)	353771064835480	125.162.26.139	
4/8/2016 (10:4)	0	114.124.32.122	
4/8/2016 (10:8)	0	62.74.6.52	
4/8/2016 (10:12)	0	46.217.2.213	
4/8/2016 (10:13)	354490068894232	201.0.94.39	
4/8/2016 (10:14)	100004182	114.79.29.124	
4/8/2016 (10:16)	864694023562288	105.172.24.133	
4/8/2016 (10:17)	355025063763070	103.228.156.76	
4/8/2016 (10:23)	353501074920745	185.112.232.118	
4/8/2016 (10:26)	0	41.40.107.237	
4/8/2016 (10:26)	866517023346998	116.105.32.156	
4/8/2016 (10:27)	353022072591750	114.125.63.106	
4/8/2016 (10:30)	0	120.169.255.150	
4/8/2016 (10:35)	354137065069546	111.119.174.183	
4/8/2016 (10:35)	0	2.79.73.63	
4/8/2016 (10:35)	0	95.85.96.83	
4/8/2016 (10:37)	867562026527177	124.153.33.33	
4/8/2016 (10:38)	0	114.125.104.226	
4/8/2016 (10:39)	355251057620387	212.34.12.75	
4/8/2016 (10:39)	359489052129691	177.103.201.215	
4/8/2016 (10:40)	355245060212208	114.125.15.53	
4/8/2016 (10:40)	0	112.215.66.54	
4/8/2016 (10:40)	0	112.215.153.97	
4/8/2016 (10:46)	359761072082476	41.222.181.172	
4/8/2016 (10:46)	0	112.196.146.134	
4/8/2016 (10:48)	355308060201306	112.215.64.96	
4/8/2016 (10:53)	359703051439459	105.112.36.9	
4/8/2016 (10:55)	358916020865973	114.125.84.6	
4/8/2016 (10:55)	352954060591387	115.166.128.242	
4/8/2016 (10:56)	0	109.253.159.78	
4/8/2016 (10:58)	358546061242780	103.10.66.5	
4/8/2016 (10:59)	0	36.80.145.40	
4/8/2016 (11:1)	359658066427834	37.200.222.247	
4/8/2016 (11:2)	352218063201117	197.53.62.10	
4/8/2016 (11:2)	359998061558005	202.62.16.25	
4/8/2016 (11:3)	356381064324753	212.126.112.41	
4/8/2016 (11:6)	352716070783324	114.125.178.184	
4/8/2016 (11:8)	355831051839552	180.251.90.90	
4/8/2016 (11:9)	358827060546045	45.123.2.138	
4/8/2016 (11:11)	357909069191642	125.165.18.55	
4/8/2016 (11:12)	0	112.215.152.189	
4/8/2016 (11:13)	359888064251288	186.212.120.118	
4/8/2016 (11:13)	355600068881760	51.39.50.232	
4/8/2016 (11:14)	0	41.254.7.98	
4/8/2016 (11:14)	357099051204544	202.67.33.37	
4/8/2016 (11:14)	353121063937558	187.160.11.208	
4/8/2016 (11:20)	354028078898064	180.250.155.3	
4/8/2016 (11:21)	0	112.215.153.104	
4/8/2016 (11:24)	0	37.237.160.143	
4/8/2016 (11:24)	0	176.44.129.4	
4/8/2016 (11:26)	865987020458230	120.164.46.59	
4/8/2016 (11:27)	0	180.214.233.10	
4/8/2016 (11:27)	358301059297903	120.164.40.20	
4/8/2016 (11:29)	358003056335609	120.169.255.58	
4/8/2016 (11:32)	354862068603930	41.80.56.111	
4/8/2016 (11:33)	0	103.21.166.41	
4/8/2016 (11:33)	0	188.50.78.208	
4/8/2016 (11:34)	0	82.53.62.235	
4/8/2016 (11:34)	0	85.140.3.241	
4/8/2016 (11:34)	358003056335609	120.169.255.58	
4/8/2016 (11:35)	352716070783324	180.254.184.41	
4/8/2016 (11:37)	353669071847557	179.7.208.200	
4/8/2016 (11:37)	0	187.112.84.217	
4/8/2016 (11:38)	357638051934616	120.161.1.27	
4/8/2016 (11:39)	352223066139371	41.253.136.108	
4/8/2016 (11:39)	0	114.125.29.202	
4/8/2016 (11:40)	353634061395447	157.100.2.9	
4/8/2016 (11:41)	0	114.124.27.236	
4/8/2016 (11:42)	357379052969059	114.125.14.41	
4/8/2016 (11:42)	0	180.249.8.223	
4/8/2016 (11:42)	359701053570891	89.42.60.71	
4/8/2016 (11:42)	358114064217653	114.121.133.164	
4/8/2016 (11:43)	358091052372247	92.40.249.136	
4/8/2016 (11:43)	0	112.215.63.31	
4/8/2016 (11:44)	357595063957912	115.164.181.63	
4/8/2016 (11:44)	359866052062941	112.215.66.116	
4/8/2016 (11:45)	351778062946476	5.73.196.131	
4/8/2016 (11:46)	356400073588438	112.215.154.80	
4/8/2016 (11:46)	359464075863865	94.254.226.244	
4/8/2016 (11:47)	100003127	115.178.234.101	
4/8/2016 (11:47)	0	193.41.77.90	
4/8/2016 (11:48)	355342067348596	112.215.66.231	
4/8/2016 (11:48)	355308062785900	114.125.187.166	
4/8/2016 (11:49)	0	202.67.46.33	
4/8/2016 (11:49)	0	39.252.243.214	
4/8/2016 (11:49)	864409020165955	176.77.140.79	
30/7/2016 (9:46)	355762058243011	0.0.0.0	
30/7/2016 (9:58)	86726002567149	0.0.0.0	
30/7/2016 (10:5)	351569074746941	0.0.0.0	
30/7/2016 (10:5)	0	0.0.0.0	
30/7/2016 (10:13)	867496020566735	0.0.0.0	
30/7/2016 (10:17)	352957072669448	0.0.0.0	
30/7/2016 (10:18)	864882024198455	0.0.0.0	
30/7/2016 (10:21)	0	0.0.0.0	
30/7/2016 (10:21)	356866050790595	0.0.0.0	
30/7/2016 (10:30)	0	0.0.0.0	
30/7/2016 (10:50)	359701055684443	0.0.0.0	
30/7/2016 (10:56)	10000454070	0.0.0.0	
30/7/2016 (10:56)	353597071949208	0.0.0.0	
30/7/2016 (10:56)	0	0.0.0.0	
30/7/2016 (10:57)	865676025200032	0.0.0.0	
30/7/2016 (11:0)	869055020681395	0.0.0.0	
30/7/2016 (11:3)	352690061151751	0.0.0.0	
30/7/2016 (11:33)	359861055181459	0.0.0.0	
30/7/2016 (11:40)	0	0.0.0.0	
30/7/2016 (11:44)	355245060212208	0.0.0.0	
30/7/2016 (11:49)	357766073291622	0.0.0.0	
30/7/2016 (12:5)	355308062785900	0.0.0.0	
30/7/2016 (12:25)	357002076266183	0.0.0.0	
30/7/2016 (12:25)	357002076266183	0.0.0.0	
30/7/2016 (12:49)	357638053528036	0.0.0.0	
30/7/2016 (12:57)	356021011856982	0.0.0.0	
30/7/2016 (13:1)	990004504190673	0.0.0.0	
30/7/2016 (13:1)	357166051367470	0.0.0.0	
30/7/2016 (13:8)	356400075721524	0.0.0.0	
30/7/2016 (13:10)	356446060349920	0.0.0.0	
30/7/2016 (13:12)	356819060064402	0.0.0.0	
30/7/2016 (13:25)	0	0.0.0.0	
30/7/2016 (13:27)	0	0.0.0.0	
30/7/2016 (13:29)	0	0.0.0.0	
30/7/2016 (13:31)	867259024231221	0.0.0.0	
30/7/2016 (13:31)	352700062448575	0.0.0.0	
30/7/2016 (13:48)	359222064127068	0.0.0.0	
30/7/2016 (13:50)	358194052120853	0.0.0.0	
30/7/2016 (14:1)	0	0.0.0.0	
30/7/2016 (14:2)	357645058444580	0.0.0.0	
30/7/2016 (14:13)	351549060336667	0.0.0.0	
30/7/2016 (14:15)	353232066191562	0.0.0.0	
30/7/2016 (14:18)	352315052204936	0.0.0.0	
30/7/2016 (14:19)	356787060034800	0.0.0.0	
30/7/2016 (14:24)	352278070728296	0.0.0.0	
30/7/2016 (14:32)	353022077136940	0.0.0.0	
30/7/2016 (14:47)	867042023894599	0.0.0.0	
30/7/2016 (14:55)	352270063071214	0.0.0.0	
30/7/2016 (15:3)	10000421542	0.0.0.0	
30/7/2016 (15:9)	353022076326450	0.0.0.0	
30/7/2016 (15:15)	357539060406895	0.0.0.0	
30/7/2016 (15:16)	353483070103834	0.0.0.0	
30/7/2016 (15:17)	351569076234540	0.0.0.0	
30/7/2016 (15:27)	354028070327666	0.0.0.0	
30/7/2016 (15:30)	352251061812247	0.0.0.0	
30/7/2016 (15:31)	354738067326378	0.0.0.0	
30/7/2016 (15:40)	357099051204544	0.0.0.0	
30/7/2016 (15:47)	868087027988656	0.0.0.0	
30/7/2016 (15:50)	359892060925721	0.0.0.0	
30/7/2016 (15:56)	0	0.0.0.0	
30/7/2016 (15:57)	865770023199104	0.0.0.0	
30/7/2016 (15:57)	860369032703678	0.0.0.0	
30/7/2016 (15:58)	355271060354246	0.0.0.0	
30/7/2016 (16:5)	0	0.0.0.0	
30/7/2016 (16:11)	990004504190673	0.0.0.0	
30/7/2016 (16:11)	355762058243011	0.0.0.0	
30/7/2016 (16:12)	4019059	0.0.0.0	
30/7/2016 (16:18)	0	0.0.0.0	
30/7/2016 (16:27)	352957072669448	0.0.0.0	
30/7/2016 (16:27)	865987020458230	0.0.0.0	
30/7/2016 (16:30)	352166057456017	0.0.0.0	
30/7/2016 (16:35)	0	0.0.0.0	
30/7/2016 (16:42)	865291022135007	0.0.0.0	
30/7/2016 (16:51)	354491066729966	0.0.0.0	
30/7/2016 (16:51)	866043027484875	0.0.0.0	
30/7/2016 (16:55)	359701055684443	0.0.0.0	
30/7/2016 (16:57)	0	0.0.0.0	
30/7/2016 (16:58)	0	0.0.0.0	
30/7/2016 (16:58)	353597071949208	0.0.0.0	
30/7/2016 (17:1)	10000454070	0.0.0.0	
30/7/2016 (17:2)	357800058237001	0.0.0.0	
30/7/2016 (17:3)	351706072663484	0.0.0.0	
30/7/2016 (17:4)	0	0.0.0.0	
30/7/2016 (17:4)	359372045153681	0.0.0.0	
30/7/2016 (17:4)	355626050536351	0.0.0.0	
30/7/2016 (17:6)	359937067477117	0.0.0.0	
30/7/2016 (17:6)	354028070315729	0.0.0.0	
30/7/2016 (17:7)	354832055648727	0.0.0.0	
30/7/2016 (17:7)	352852070479991	0.0.0.0	
30/7/2016 (17:13)	352149073995416	0.0.0.0	
30/7/2016 (17:18)	869106024041498	0.0.0.0	
30/7/2016 (17:21)	355371071171637	0.0.0.0	
30/7/2016 (17:34)	352175020050179	0.0.0.0	
30/7/2016 (17:38)	359861055181459	0.0.0.0	
30/7/2016 (17:41)	0	0.0.0.0	
30/7/2016 (17:57)	0	0.0.0.0	
30/7/2016 (18:1)	356217060735032	0.0.0.0	
30/7/2016 (18:2)	0	0.0.0.0	
30/7/2016 (18:7)	355308062785900	0.0.0.0	
30/7/2016 (18:32)	354999058189973	0.0.0.0	
30/7/2016 (18:35)	357002076266183	0.0.0.0	
30/7/2016 (18:39)	357766073291622	0.0.0.0	
30/7/2016 (18:50)	866071012645028	0.0.0.0	
30/7/2016 (19:1)	356021011856982	0.0.0.0	
30/7/2016 (19:6)	357700063992840	0.0.0.0	
30/7/2016 (19:6)	357638053528036	0.0.0.0	
30/7/2016 (19:12)	355271060877691	0.0.0.0	
30/7/2016 (19:16)	356446060349920	0.0.0.0	
30/7/2016 (19:16)	356819060064402	0.0.0.0	
30/7/2016 (19:16)	352386077346382	0.0.0.0	
30/7/2016 (19:20)	868347020646457	0.0.0.0	
30/7/2016 (19:22)	355922073862407	0.0.0.0	
30/7/2016 (19:26)	0	0.0.0.0	
30/7/2016 (19:28)	356400075721524	0.0.0.0	
30/7/2016 (19:36)	0	0.0.0.0	
30/7/2016 (19:36)	352700062448575	0.0.0.0	
30/7/2016 (19:41)	357166051367470	0.0.0.0	
30/7/2016 (19:42)	359761072082476	0.0.0.0	
30/7/2016 (19:42)	359897063804229	0.0.0.0	
30/7/2016 (19:47)	1000025131	0.0.0.0	
30/7/2016 (19:50)	353798070829926	0.0.0.0	
30/7/2016 (19:53)	0	0.0.0.0	
30/7/2016 (19:54)	358194052120853	0.0.0.0	
30/7/2016 (19:58)	356911078966726	0.0.0.0	
30/7/2016 (20:6)	351825051143969	0.0.0.0	
30/7/2016 (20:6)	0	0.0.0.0	
30/7/2016 (20:7)	352112078965008	0.0.0.0	
30/7/2016 (20:9)	356879066715639	0.0.0.0	
30/7/2016 (20:16)	0	0.0.0.0	
30/7/2016 (20:18)	351549060336667	0.0.0.0	
30/7/2016 (20:20)	352655061258211	0.0.0.0	
30/7/2016 (20:28)	352315052204936	0.0.0.0	
30/7/2016 (20:28)	356879069460316	0.0.0.0	
30/7/2016 (20:28)	359222064127068	0.0.0.0	
30/7/2016 (20:30)	356787060034800	0.0.0.0	
30/7/2016 (20:41)	358467066994608	0.0.0.0	
30/7/2016 (20:58)	352270063071214	0.0.0.0	
30/7/2016 (21:1)	356866050790595	0.0.0.0	
30/7/2016 (21:11)	990004387754025	0.0.0.0	
30/7/2016 (21:12)	664482494574245	0.0.0.0	
30/7/2016 (21:13)	866734024104009	0.0.0.0	
30/7/2016 (21:17)	353483070103834	0.0.0.0	
30/7/2016 (21:20)	355070059947741	0.0.0.0	
30/7/2016 (21:21)	356412070506479	0.0.0.0	
30/7/2016 (21:23)	10000421542	0.0.0.0	
30/7/2016 (21:27)	354028070327666	0.0.0.0	
30/7/2016 (21:29)	357392055655021	0.0.0.0	
30/7/2016 (21:30)	352251061812247	0.0.0.0	
30/7/2016 (21:31)	867496024827430	0.0.0.0	
30/7/2016 (21:31)	354738067326378	0.0.0.0	
30/7/2016 (21:45)	357099051204544	0.0.0.0	
30/7/2016 (21:53)	869622020480019	0.0.0.0	
30/7/2016 (21:58)	355271060354246	0.0.0.0	
30/7/2016 (22:1)	0	0.0.0.0	
30/7/2016 (22:3)	860369032703678	0.0.0.0	
30/7/2016 (22:15)	359897065611101	0.0.0.0	
30/7/2016 (22:16)	355762058243011	0.0.0.0	
30/7/2016 (22:21)	868087027988656	0.0.0.0	
30/7/2016 (22:23)	864179024690551	0.0.0.0	
30/7/2016 (22:24)	353145061893679	0.0.0.0	
30/7/2016 (22:24)	0	0.0.0.0	
30/7/2016 (22:32)	359342051608605	0.0.0.0	
30/7/2016 (22:33)	352166057456017	0.0.0.0	
30/7/2016 (22:37)	354686068360435	0.0.0.0	
30/7/2016 (22:37)	865987020458230	0.0.0.0	
30/7/2016 (22:38)	911433700594691	0.0.0.0	
30/7/2016 (22:44)	0	0.0.0.0	
30/7/2016 (22:47)	0	0.0.0.0	
30/7/2016 (22:47)	356412072272393	0.0.0.0	
30/7/2016 (22:58)	861074030788155	0.0.0.0	
30/7/2016 (23:0)	0	0.0.0.0	
30/7/2016 (23:1)	355245060212208	0.0.0.0	
30/7/2016 (23:2)	10000454070	0.0.0.0	
30/7/2016 (23:7)	356801070890943	0.0.0.0	
30/7/2016 (23:12)	354832055648727	0.0.0.0	
30/7/2016 (23:12)	10000454070	0.0.0.0	
30/7/2016 (23:14)	0	0.0.0.0	
30/7/2016 (23:15)	357595063957912	0.0.0.0	
30/7/2016 (23:16)	359474052062571	0.0.0.0	
30/7/2016 (23:19)	352149073995416	0.0.0.0	
30/7/2016 (23:21)	356293066222580	0.0.0.0	
30/7/2016 (23:21)	351651065163227	0.0.0.0	
30/7/2016 (23:21)	351651062058388	0.0.0.0	
30/7/2016 (23:22)	990004504190673	0.0.0.0	
30/7/2016 (23:24)	869106024041498	0.0.0.0	
30/7/2016 (23:28)	356801072281166	0.0.0.0	
30/7/2016 (23:31)	353516071206914	0.0.0.0	
30/7/2016 (23:38)	351722073473278	0.0.0.0	
30/7/2016 (23:40)	865770023199104	0.0.0.0	
30/7/2016 (23:41)	353143060722015	0.0.0.0	
30/7/2016 (23:44)	352149075901248	0.0.0.0	
30/7/2016 (23:46)	0	0.0.0.0	
30/7/2016 (23:48)	359861055181459	0.0.0.0	
30/7/2016 (23:49)	356217063502413	0.0.0.0	
30/7/2016 (23:50)	358614050114178	0.0.0.0	
30/7/2016 (23:51)	352690061151751	0.0.0.0	
30/7/2016 (23:54)	359785042021116	0.0.0.0	
30/7/2016 (23:58)	359888061246661	0.0.0.0	
31/7/2016 (0:0)	0	0.0.0.0	
31/7/2016 (0:3)	0	0.0.0.0	
31/7/2016 (0:6)	0	0.0.0.0	
31/7/2016 (0:7)	351863055978213	0.0.0.0	
31/7/2016 (0:11)	356535055875848	0.0.0.0	
31/7/2016 (0:14)	0	0.0.0.0	
31/7/2016 (0:15)	353230072970656	0.0.0.0	
31/7/2016 (0:16)	355251057620387	0.0.0.0	
31/7/2016 (0:18)	867562026527177	0.0.0.0	
31/7/2016 (0:21)	0	0.0.0.0	
31/7/2016 (0:22)	911423652591969	0.0.0.0	
31/7/2016 (0:24)	357909060745651	0.0.0.0	
31/7/2016 (0:26)	354738068487872	0.0.0.0	
31/7/2016 (0:28)	0	0.0.0.0	
31/7/2016 (0:32)	358414063387360	0.0.0.0	
31/7/2016 (0:35)	0	0.0.0.0	
31/7/2016 (0:35)	0	0.0.0.0	
31/7/2016 (0:40)	357002076266183	0.0.0.0	
31/7/2016 (0:44)	0	0.0.0.0	
31/7/2016 (0:48)	0	0.0.0.0	
31/7/2016 (0:50)	354666056093040	0.0.0.0	
31/7/2016 (1:3)	356021011856982	0.0.0.0	
31/7/2016 (1:5)	0	0.0.0.0	
31/7/2016 (1:7)	0	0.0.0.0	
31/7/2016 (1:9)	357700063992840	0.0.0.0	
31/7/2016 (1:11)	357638053528036	0.0.0.0	
31/7/2016 (1:14)	0	0.0.0.0	
31/7/2016 (1:14)	354258065962181	0.0.0.0	
31/7/2016 (1:17)	865681003235364	0.0.0.0	
31/7/2016 (1:18)	869073026894292	0.0.0.0	
31/7/2016 (1:19)	354786064216555	0.0.0.0	
31/7/2016 (1:19)	0	0.0.0.0	
31/7/2016 (1:20)	354258065962181	0.0.0.0	
31/7/2016 (1:20)	352832073545899	0.0.0.0	
31/7/2016 (1:21)	359609060863029	0.0.0.0	
31/7/2016 (1:21)	356446060349920	0.0.0.0	
31/7/2016 (1:36)	351778062946476	0.0.0.0	
31/7/2016 (1:36)	0	0.0.0.0	
31/7/2016 (1:41)	352700062448575	0.0.0.0	
31/7/2016 (1:43)	359897063804229	0.0.0.0	
31/7/2016 (1:47)	359761072082476	0.0.0.0	
31/7/2016 (1:54)	359656066522943	0.0.0.0	
31/7/2016 (1:55)	358194052120853	0.0.0.0	
31/7/2016 (2:1)	356744060155762	0.0.0.0	
31/7/2016 (2:4)	354882050828600	0.0.0.0	
31/7/2016 (2:10)	353486073868683	0.0.0.0	
31/7/2016 (2:12)	351825051143969	0.0.0.0	
31/7/2016 (2:16)	353617070403302	0.0.0.0	
31/7/2016 (2:17)	861890031173851	0.0.0.0	
31/7/2016 (2:19)	358114068104865	0.0.0.0	
31/7/2016 (2:24)	357114074545094	0.0.0.0	
31/7/2016 (2:25)	0	0.0.0.0	
31/7/2016 (2:33)	352315052204936	0.0.0.0	
31/7/2016 (2:33)	359222064127068	0.0.0.0	
31/7/2016 (2:34)	356879069460316	0.0.0.0	
31/7/2016 (2:35)	356787060034800	0.0.0.0	
31/7/2016 (2:41)	0	0.0.0.0	
31/7/2016 (2:46)	358467066994608	0.0.0.0	
31/7/2016 (2:48)	0	0.0.0.0	
31/7/2016 (2:48)	358114068641262	0.0.0.0	
31/7/2016 (2:55)	358193041118242	0.0.0.0	
31/7/2016 (2:55)	0	0.0.0.0	
31/7/2016 (3:3)	352270063071214	0.0.0.0	
31/7/2016 (3:3)	352967060119611	0.0.0.0	
31/7/2016 (3:3)	355922073862407	0.0.0.0	
31/7/2016 (3:4)	0	0.0.0.0	
31/7/2016 (3:5)	356866050790595	0.0.0.0	
31/7/2016 (3:8)	353637062868205	0.0.0.0	
31/7/2016 (3:10)	356741058159673	0.0.0.0	
31/7/2016 (3:14)	869700023981959	0.0.0.0	
31/7/2016 (3:22)	0	0.0.0.0	
31/7/2016 (3:26)	0	0.0.0.0	
31/7/2016 (3:28)	867811023655980	0.0.0.0	
31/7/2016 (3:38)	353483070103834	0.0.0.0	
31/7/2016 (3:38)	868573021742231	0.0.0.0	
31/7/2016 (3:42)	359038050070728	0.0.0.0	
31/7/2016 (3:43)	351533066507034	0.0.0.0	
31/7/2016 (3:50)	0	0.0.0.0	
31/7/2016 (3:51)	355025063763070	0.0.0.0	
31/7/2016 (3:52)	359465071502852	0.0.0.0	
31/7/2016 (3:52)	863425013887539	0.0.0.0	
31/7/2016 (3:55)	0	0.0.0.0	
31/7/2016 (4:0)	357700060939893	0.0.0.0	
31/7/2016 (4:2)	0	0.0.0.0	
31/7/2016 (4:9)	860369032703678	0.0.0.0	
31/7/2016 (4:14)	0	0.0.0.0	
31/7/2016 (4:18)	867371020875479	0.0.0.0	
31/7/2016 (4:19)	0	0.0.0.0	
31/7/2016 (4:26)	868087027988656	0.0.0.0	
31/7/2016 (4:28)	355070052907163	0.0.0.0	
31/7/2016 (4:30)	99000546497265	0.0.0.0	
31/7/2016 (4:32)	0	0.0.0.0	
31/7/2016 (4:32)	0	0.0.0.0	
31/7/2016 (4:36)	359511063336724	0.0.0.0	
31/7/2016 (4:36)	0	0.0.0.0	
31/7/2016 (4:37)	359342051608605	0.0.0.0	
31/7/2016 (4:38)	357099051204544	0.0.0.0	
31/7/2016 (4:38)	0	0.0.0.0	
31/7/2016 (4:41)	359707067101045	0.0.0.0	
31/7/2016 (4:48)	357392065910887	0.0.0.0	
31/7/2016 (4:49)	0	0.0.0.0	
31/7/2016 (4:51)	354738067326378	0.0.0.0	
31/7/2016 (4:52)	0	0.0.0.0	
31/7/2016 (4:53)	359703051439459	0.0.0.0	
31/7/2016 (4:58)	0	0.0.0.0	
31/7/2016 (4:59)	14249000356631	0.0.0.0	
31/7/2016 (5:1)	0	0.0.0.0	
31/7/2016 (5:1)	354028071688157	0.0.0.0	
31/7/2016 (5:2)	0	0.0.0.0	
31/7/2016 (5:3)	861074030788155	0.0.0.0	
31/7/2016 (5:8)	355271060354246	0.0.0.0	
31/7/2016 (5:8)	867079022887497	0.0.0.0	
31/7/2016 (5:12)	356412070506479	0.0.0.0	
31/7/2016 (5:12)	357453062372834	0.0.0.0	
31/7/2016 (5:13)	355698056485206	0.0.0.0	
31/7/2016 (5:15)	0	0.0.0.0	
31/7/2016 (5:20)	868147020601589	0.0.0.0	
31/7/2016 (5:22)	356293066222580	0.0.0.0	
31/7/2016 (5:22)	10000454070	0.0.0.0	
31/7/2016 (5:23)	352149073995416	0.0.0.0	
31/7/2016 (5:28)	869106024041498	0.0.0.0	
31/7/2016 (5:29)	356801072281166	0.0.0.0	
31/7/2016 (5:34)	355271060877691	0.0.0.0	
31/7/2016 (5:42)	355762058243011	0.0.0.0	
31/7/2016 (5:43)	10000421542	0.0.0.0	
31/7/2016 (5:43)	356741057979907	0.0.0.0	
31/7/2016 (5:46)	869355025290410	0.0.0.0	
31/7/2016 (5:47)	352690061864965	0.0.0.0	
31/7/2016 (5:53)	359861055181459	0.0.0.0	
31/7/2016 (5:53)	356797050911750	0.0.0.0	
31/7/2016 (5:56)	357595063957912	0.0.0.0	
31/7/2016 (5:56)	0	0.0.0.0	
31/7/2016 (5:59)	359785042021116	0.0.0.0	
31/7/2016 (5:59)	356217063502413	0.0.0.0	
31/7/2016 (6:1)	356819060064402	0.0.0.0	
31/7/2016 (6:5)	359888061246661	0.0.0.0	
31/7/2016 (6:6)	355308062785900	0.0.0.0	
31/7/2016 (6:7)	0	0.0.0.0	
31/7/2016 (6:7)	0	0.0.0.0	
31/7/2016 (6:8)	0	0.0.0.0	
31/7/2016 (6:13)	865987020458230	0.0.0.0	
31/7/2016 (6:15)	0	0.0.0.0	
31/7/2016 (6:17)	357189056002835	0.0.0.0	
31/7/2016 (6:17)	351863055978213	0.0.0.0	
31/7/2016 (6:17)	352323063294672	0.0.0.0	
31/7/2016 (6:18)	867562026527177	0.0.0.0	
31/7/2016 (6:19)	353230072970656	0.0.0.0	
31/7/2016 (6:21)	355251057620387	0.0.0.0	
31/7/2016 (6:21)	865842021256242	0.0.0.0	
31/7/2016 (6:22)	356535055875848	0.0.0.0	
31/7/2016 (6:22)	354028070327666	0.0.0.0	
31/7/2016 (6:25)	357909060745651	0.0.0.0	
31/7/2016 (6:28)	355308064486275	0.0.0.0	
31/7/2016 (6:30)	352690061151751	0.0.0.0	
31/7/2016 (6:31)	0	0.0.0.0	
31/7/2016 (6:31)	354738068487872	0.0.0.0	
31/7/2016 (6:32)	0	0.0.0.0	
31/7/2016 (6:34)	358414063387360	0.0.0.0	
31/7/2016 (6:35)	354623061563897	0.0.0.0	
31/7/2016 (6:38)	352335070549310	0.0.0.0	
31/7/2016 (6:42)	0	0.0.0.0	
31/7/2016 (6:50)	866185021418662	0.0.0.0	
31/7/2016 (6:51)	353516071206914	0.0.0.0	
31/7/2016 (6:54)	0	0.0.0.0	
31/7/2016 (6:55)	0	0.0.0.0	
31/7/2016 (7:1)	359701055684443	0.0.0.0	
31/7/2016 (7:11)	352957072669448	0.0.0.0	
31/7/2016 (7:13)	354666056093040	0.0.0.0	
31/7/2016 (7:14)	0	0.0.0.0	
31/7/2016 (7:16)	357638053528036	0.0.0.0	
31/7/2016 (7:17)	357700063992840	0.0.0.0	
31/7/2016 (7:18)	864324028039609	0.0.0.0	
31/7/2016 (7:21)	357600060465180	0.0.0.0	
31/7/2016 (7:23)	357700066113774	0.0.0.0	
31/7/2016 (7:24)	356446060349920	0.0.0.0	
31/7/2016 (7:25)	0	0.0.0.0	
31/7/2016 (7:25)	358817074821344	0.0.0.0	
31/7/2016 (7:26)	357091075984938	0.0.0.0	
31/7/2016 (7:29)	868843023808391	0.0.0.0	
31/7/2016 (7:29)	0	0.0.0.0	
31/7/2016 (7:39)	357392055655021	0.0.0.0	
31/7/2016 (7:41)	351778062946476	0.0.0.0	
31/7/2016 (7:41)	0	0.0.0.0	
31/7/2016 (7:42)	356801070890943	0.0.0.0	
31/7/2016 (7:43)	351549060336667	0.0.0.0	
31/7/2016 (7:44)	0	0.0.0.0	
31/7/2016 (7:44)	0	0.0.0.0	
31/7/2016 (7:47)	351651065163227	0.0.0.0	
31/7/2016 (7:48)	359897063804229	0.0.0.0	
31/7/2016 (7:49)	0	0.0.0.0	
31/7/2016 (7:51)	352700062448575	0.0.0.0	
31/7/2016 (7:52)	0	0.0.0.0	
31/7/2016 (7:54)	359443051641024	0.0.0.0	
31/7/2016 (8:3)	0	0.0.0.0	
31/7/2016 (8:5)	352144073669194	0.0.0.0	
31/7/2016 (8:7)	868334020456343	0.0.0.0	
31/7/2016 (8:8)	354028075014483	0.0.0.0	
31/7/2016 (8:11)	358949051320501	0.0.0.0	
31/7/2016 (8:15)	354882050828600	0.0.0.0	
31/7/2016 (8:17)	353617070403302	0.0.0.0	
31/7/2016 (8:20)	0	0.0.0.0	
31/7/2016 (8:24)	356759042751561	0.0.0.0	
31/7/2016 (8:26)	865022029265897	0.0.0.0	
31/7/2016 (8:29)	351869053387216	0.0.0.0	
31/7/2016 (8:35)	0	0.0.0.0	
31/7/2016 (8:35)	356787060034800	0.0.0.0	
31/7/2016 (8:38)	355010061702403	0.0.0.0	
31/7/2016 (8:39)	0	0.0.0.0	
31/7/2016 (8:40)	359222064127068	0.0.0.0	
31/7/2016 (8:42)	0	0.0.0.0	
31/7/2016 (8:43)	352315052204936	0.0.0.0	
31/7/2016 (8:43)	356879069460316	0.0.0.0	
31/7/2016 (8:45)	355022060308454	0.0.0.0	
31/7/2016 (8:45)	865681003235364	0.0.0.0	
31/7/2016 (8:47)	358916020865973	0.0.0.0	
31/7/2016 (8:48)	0	0.0.0.0	
31/7/2016 (8:50)	354832055648727	0.0.0.0	
31/7/2016 (8:52)	0	0.0.0.0	
31/7/2016 (8:52)	0	0.0.0.0	
31/7/2016 (8:55)	351651062058388	0.0.0.0	
31/7/2016 (8:55)	911438700042542	0.0.0.0	
31/7/2016 (8:57)	357700064081536	0.0.0.0	
31/7/2016 (8:58)	0	0.0.0.0	
31/7/2016 (9:0)	352251061812247	0.0.0.0	
31/7/2016 (9:4)	353798070829926	0.0.0.0	
